,Unnamed: 0,0,1,2,3,4,5,6,7,8
400,12,"PONCA CITY DISPENSARY INC. 
Trade Name: VICE MEDICAL CANNABIS",DAAA-VYCC-2C4I,JVL.KIRBY@GMAIL.COM,5807890284,STILLWATER,74075.0,PAYNE,,
401,13,"PONCA ORGANIC L.L.C. 
Trade Name: STILLWATER DISPENSARY",DAAA-419G-0CPR,ASHLEYINN@HOTMAIL.COM,5803041916,STILLWATER,74075.0,PAYNE,,
402,14,"SIMPLY GREEN FARMACY LLC 
Trade Name: SIMPLY GREEN FARMACY",DAAA-VKXS-3MHA,TONY@LIVESGF.COM,9512123445,STILLWATER,74075.0,PAYNE,,
403,0,"THE CHRONICLES, LLC 
Trade Name: NONE",DAAA-VYEA-PNIU,FUEL.FARMS.OK@GMAIL.COM,5187963202,STILLWATER,74075.0,PAYNE,,
404,1,"THE MAIN STREET DISPENSARY, LLC 
Trade Name: THE MAIN STREET DISPENSARY",DAAA-EYYH-P4SP,LLLOYANNBISHOP@GMAIL.COM,9186810873,STILLWATER,74075.0,PAYNE,,
405,2,"MAIN 135, LLC 
Trade Name: FLIPPIN FARMS OF STILLWATER",DAAA-4KBA-JKYP,"FISHERCOLLISIONREPAIR@GMAIL.C
OM",2252532267,STILLWATER,74074.0,PAYNE,,
406,3,"405 BUDZ STILLWATER LLC 
Trade Name: 405 BUDZ",DAAA-QNB7-RUU5,405BUDZ@GMAIL.COM,4056182717,STILLWATER,74075.0,PAYNE,,
407,4,"BACKSTREET BUD LLC 
Trade Name:",DAAA-GHYT-YSWY,JSIDEBOTTOM12@GMAIL.COM,9185751897,STILWELL,74960.0,ADAIR,,
408,5,"GOOD VIBES DISPENSARY LLC 
Trade Name: GOOD VIBES DISPENSARY",DAAA-NYPB-NOFT,"GOODVIBESDISPENSARY@YAHOO.C
OM",9183450876,STILWELL,74960.0,ADAIR,,
409,6,"GREEN COUNTRY ELITE MANAGEMENT, LLC 
Trade Name: GREEN ACRES",DAAA-4YWX-ZZRL,STARRVILLE95@YAHOO.COM,9185750501,STILWELL,74960.0,ADAIR,,
410,7,"THE HEALING HEMP, LLC 
Trade Name:",DAAA-4JR6-EDVY,TEDDY_SELLS@YAHOO.COM,9183153161,STILWELL,74960.0,ADAIR,,
411,8,"KING HAPPY FARMS LLC 
Trade Name:",DAAA-U6NJ-66SU,MATT@STACYLEGALGROUP.COM,4058167228,STRATFORD,74872.0,GARVIN,,
412,9,"LIFE MEDICAL LLC 
Trade Name:","DAAA-HBOH-
MMBB",JAMESGOKC@GMAIL.COM,4058084403,STRATFORD,74872.0,GARVIN,,
413,10,"S.A PHARMACY LLC 
Trade Name: S.A PHARMACY",DAAA-CEE5-YQPM,AUSTINBLACK2424@GMAIL.COM,4053203157,STRATFORD,74872.0,GARVIN,,
414,11,"WAR HORSE DISPENSARY, LLC 
Trade Name: NONE",DAAA-V1G4-2YJB,FUEL.FARMS.OK@GMAIL.COM,5187963202,STRATFORD,74872.0,MCCLAIN,,
415,12,"GREEN HEART FARMS LLC 
Trade Name: GREEN HEART FARMS LLC",DAAA-GHFZ-QG15,CLX918@GMAIL.COM,9184070116,STROUD,74079.0,LINCOLN,,
416,13,"STRAIGHTLACED DISPENSARY LLC 
Trade Name: STRAIGHTLACED DISPENSARY",DAAA-EJEG-DZDY,GETSTRAIGHTLACED@GMAIL.COM,4053129477,STROUD,74079.0,LINCOLN,,
417,14,"STROUD DISPENSARY, LLC 
Trade Name: STROUD DISPENSARY, LLC",DAAA-EKPR-LXJU,"STROUDHERBALWELLNESS@GMAIL.
COM",9189870038,STROUD,74079.0,LINCOLN,,
418,0,"ARBUCKLE FARMACY LLC 
Trade Name:",DAAA-CVE5-QQRY,SULPHUR1FARM@GMAIL.COM,4055208226,SULPHUR,73086.0,MURRAY,,
419,1,"KNIGHT FARMS LLC 
Trade Name: SOUTHERN CANNABIS COMPANY",DAAA-EYHH-XEXY,KNIGHTFARMSLLC@GMAIL.COM,5806182774,SULPHUR,73086.0,MURRAY,,
420,2,"RED DIRT BUDZ LLC 
Trade Name: RED DIRT BUDZ",DAAA-VKQB-PJRV,REDDIRTBUDZ@GMAIL.COM,5804656452,SULPHUR,73086.0,MURRAY,,
421,3,"THE GRUMPY BIKERS LLC 
Trade Name:",DAAA-VKSX-CIYP,LYNETTEOWENS928@GMAIL.COM,5802723962,SULPHUR,73086.0,MURRAY,,
422,4,"ABLISS BUD LLC 
Trade Name: ABLISS BUD LLC",DAAA-CMEC-439J,ABLISSBUD@GMAIL.COM,9183608237,TAHLEQUAH,74464.0,CHEROKEE,,
423,5,"AGAPE FARM LLC 
Trade Name:",DAAA-N1TJ-ZXMX,MARLAHARP@YAHOO.COM,9187720062,TAHLEQUAH,74464.0,CHEROKEE,,
424,6,"BIG COUNTRY GREENS DISPENSARY, LLC 
Trade Name: BCG DISPENSARY",DAAA-VKB0-IWOU,KARI_WILKERSON@YAHOO.COM,9188223696,TAHLEQUAH,74464.0,CHEROKEE,,
425,7,"BONNIE BUDZ LLC 
Trade Name: TREEHOUSE","DAAA-N8NU-
W3NP",TAMIA.SMITH38@GMAIL.COM,9183605409,TAHLEQUAH,74464.0,CHEROKEE,,
426,8,"CORPORATION ASSET NETWORK ASSOCIATION, LLC 
Trade Name: MINERVA CANNA",DAAA-VY9D-EVNQ,JLRISMAN@SBCGLOBAL.NET,9185275742,TAHLEQUAH,74464.0,CHEROKEE,,
427,9,"CROCKEY FARMS, LLC 
Trade Name: CROCKEY FARMS, LLC",DAAA-VKQG-YHUC,CROCKEYFARMS@GMAIL.COM,9188699980,TAHLEQUAH,74464.0,CHEROKEE,,
428,10,"ELEVATED APOTHIC LLC 
Trade Name: ELEVATED APOTHIC",DAAA-EKXA-W2IN,ELEVATEDAPOTHIC@GMAIL.COM,9032778632,TAHLEQUAH,74464.0,CHEROKEE,,
429,11,"EVO CANNABIS COMPANY TAHLEQUAH, LLC 
Trade Name: EVO CANNABIS COMPANY TAHLEQUAH",DAAA-41RG-FJL1,TIK@EVOLUTIONONLINE.COM,9182075436,TAHLEQUAH,74464.0,CHEROKEE,,
430,12,"FAMILY BUDS, LLC 
Trade Name: FAMILY BUDS",DAAA-NKDZ-A2RQ,FAMILYBUDSLLC@GMAIL.COM,9187725072,TAHLEQUAH,74464.0,CHEROKEE,,
431,13,"GNH ENTERPRISES, LLC 
Trade Name: GNH ENTERPRISES, LLC",DAAA-LA5N-INLW,"PHYTOLOGYDISPENSARY@GMAIL.C
OM",9189135092,TAHLEQUAH,74464.0,CHEROKEE,,
432,14,"HILL TOP CANNABIS, LLC 
Trade Name:",DAAA-EJ2A-YLME,GAVINPOTTS1966@YAHOO.COM,9188686663,TAHLEQUAH,74464.0,CHEROKEE,,
433,0,"LIMITLIS VENTURES, LLC 
Trade Name:",DAAA-4KIK-YIIR,JOESCHAEFER1979.JS@GMAIL.COM,8134081431,TAHLEQUAH,74464.0,CHEROKEE,,
434,1,"MKL INDUSTRIES, LLC 
Trade Name:",DAAA-N1U2-U6VV,REDDEVILCLUB77@GMAIL.COM,5618898390,TAHLEQUAH,74464.0,CHEROKEE,,
435,2,"NECTAR, LLC 
Trade Name:",DAAA-E1AC-RGM9,CHANCE@NECTAROK.COM,9189162213,TAHLEQUAH,74464.0,CHEROKEE,,
436,3,"PRIME TIME BUDS, LLC 
Trade Name:",DAAA-4JOU-I4ZA,CADEMATTHEWS05@YAHOO.COM,4796506586,TAHLEQUAH,74464.0,CHEROKEE,,
437,4,"REDMEN LLC 
Trade Name: REDMEN",DAAA-7VUX-SLWK,REDMENDISPENSARY@GMAIL.COM,9183167537,TAHLEQUAH,74464.0,CHEROKEE,,
438,5,"RIGHT TIME MEDICAL, LLC 
Trade Name: LOTUS GOLD TAHLEQUAH",DAAA-41CO-VQHS,PJ@CBDPLUSUSA.COM,4054175333,TAHLEQUAH,74464.0,CHEROKEE,,
439,6,"RIVERLAND VENTURES LLC 
Trade Name: THE GREEN STAG",DAAA-EY71-U1ZO,ERICAJO.DEMPSEY@GMAIL.COM,4792201215,TAHLEQUAH,74464.0,CHEROKEE,,
440,7,"SIX TWO STATE LLC 
Trade Name: LIFTED SPIRITS",DAAA-N1WO-TUZI,SIXTWOSTATELLC@GMAIL.COM,9186160515,TAHLEQUAH,74464.0,CHEROKEE,,
441,8,"STONEY'S JOINT, LLC 
Trade Name:",DAAA-9CMS-RSSL,FFERRELLJR@YAHOO.COM,9188223282,TAHLEQUAH,74464.0,CHEROKEE,,
442,9,"THE YELLOW HOUSE DISPENSARY 
Trade Name:",DAAA-PFIH-VXLL,GRANT420@AOL.COM,9184579290,TAHLEQUAH,74464.0,CHEROKEE,,
443,10,"CANNA-BLISS LLC 
Trade Name: CANNA-BLISS",DAAA-4KJK-HV5B,JENAMCDONALD9@GMAIL.COM,9184137006,TALIHINA,74571.0,LE FLORE,,
444,11,"RANCH PRODUCTION VENTURES, INC. 
Trade Name: THE RANCH",DAAA-6LSA-OQSJ,BALZANNAOK@YAHOO.COM,9186497218,TALIHINA,74571.0,LE FLORE,,
445,12,"VIVA SATIVA LLP 
Trade Name: VIVA SATIVA",DAAA-NKXZ-IZZ0,TLNEVILLS@GMAIL.COM,9184134135,TALIHINA,74571.0,LE FLORE,,
446,13,"GREEN TREASURE LLC 
Trade Name:","DAAA-DNJW-
WKKM",MATT@STACYLEGALGROUP.COM,4058167532,TECUMSEH,74873.0,POTTAWATOMIE,,
447,14,"HUANG GREEN LLC 
Trade Name:",DAAA-6FED-TWHH,MATT@STACYLEGALGROUP.COM,4057353800,TECUMSEH,74873.0,POTTAWATOMIE,,
448,0,"LOCAL LEAF RX LLC 
Trade Name:",DAAA-4JUM-5PD9,JELOGAN84@GMAIL.COM,2146842040,TECUMSEH,74873.0,POTTAWATOMIE,,
449,1,"MOONROCK EDDIE'S LLC 
Trade Name: MOONROCK EDDIE'S LLC",DAAA-QV0Y-P9ZK,"MOONROCKEDDIES420@GMAIL.CO
M",4054819417,TECUMSEH,74873.0,POTTAWATOMIE,,
450,2,"POTT COUNTY HIDE-OUT, LLC 
Trade Name:",DAAA-V1I1-SZZH,"AMERICANCRAFTGROW@GMAIL.C
OM",4052646221,TECUMSEH,74873.0,POTTAWATOMIE,,
451,3,"DANK VAULT, LLC 
Trade Name: THE DANK VAULT",DAAA-X19R-M1ZB,MIYAMCKIM@DANK-VAULT.COM,9188570488,TERLTON,74081.0,PAWNEE,,
452,4,"WENJING GREEN, LLC 
Trade Name:",DAAA-N1IO-BDSI,MATT@STACYLEGALGROUP.COM,4058167228,TERLTON,74081.0,PAWNEE,,
453,5,"PLANT PONX CO. 
Trade Name:",DAAA-KYC0-INZN,PLANTPONX@GMAIL.COM,8066908696,TEXHOMA,73949.0,TEXAS,,
454,6,"BIG POPPA'S LLC 
Trade Name: BIG POPPA'S JOINT",DAAA-4YQK-9KZD,BIGPOPPASLLC@YAHOO.COM,5804212323,THACKERVILLE,73459.0,LOVE,,
455,7,"BORDER BUDS LLC 
Trade Name:",DAAA-4YKL-KOUW,DARLWATERHOUSE@GMAIL.COM,5802760236,THACKERVILLE,73459.0,LOVE,,
456,8,"DOWN HOME CANNABIS LLC 
Trade Name: DOWN HOME CANNABIS","DAAA-4Y4F-
M4WU",DOWN_HOME@YAHOO.COM,5802208407,THACKERVILLE,73459.0,LOVE,,
457,9,"FRESH WATER FARMS LLC 
Trade Name: FRESH WATER COLLECTIVE",DAAA-NJJL-H2QV,FRESHWATEROKC@GMAIL.COM,8083486042,THACKERVILLE,73459.0,LOVE,,
458,10,"LEFT-HANDED PARTNERS LLC 
Trade Name: THE LEFT-HANDED PARTNERS",DAAA-AJX5-SYEJ,RON@URBANDEVNV.COM,8502599313,THACKERVILLE,73459.0,LOVE,,
459,11,"MED SHACK BY FLOWER THERAPY LLC 
Trade Name: FLOWER THERAPY",DAAA-NKSM-R3QP,MYMEDSHACK@GMAIL.COM,4054580885,THACKERVILLE,73459.0,LOVE,,
460,12,"TAYLOR'D INVESTMENTS LLC 
Trade Name: ROSEROCK CANNABIS",DAAA-EJ4Q-WLDP,TORITAYLOR0409@GMAIL.COM,5809205016,THACKERVILLE,73459.0,LOVE,,
461,13,"TERESA BILYEU INC 
Trade Name: TEXOMA TUMBLEWEED #2",DAAA-QMVO-REJI,THETUMBLEWEED76@YAHOO.COM,4178494827,THACKERVILLE,73459.0,OUT OF STATE,,
462,14,"GREEN LIGHT DISTRICT CANNABIS SUPPLY LLC 
Trade Name: GREEN LIGHT DISTRICT CANNABIS SUPPLY LLC",DAAA-4JTU-VML1,TERREFARROW@YAHOO.COM,5807139016,THE VILLAGE,73120.0,OKLAHOMA,,
463,0,"JJLARNER LLC 
Trade Name: BEST BUDS WELLNESS",DAAA-VKJJ-QVF8,LEESA308@YAHOO.COM,4052527499,THE VILLAGE,73120.0,OKLAHOMA,,
464,1,"MGOJ, LLC 
Trade Name: MR. GREEN",DAAA-BG4I-JT3H,ARABRITO0788.AB@GMAIL.COM,4058218366,THE VILLAGE,73120.0,OKLAHOMA,,
465,2,"ALTCARE 10 LLC 
Trade Name: FIRE LEAF",DAAA-4JSX-MTQN,PAUL@FIRELEAFOK.COM,4054760908,THE VILLAGE,73120.0,OKLAHOMA,,
466,3,"EVERYTHINGS OK 19 LLC 
Trade Name: EVERYTHING'S OK",DAAA-VYFX-DLGV,MO@EVERYTHINGSOK.GREEN,3058017900,THE VILLAGE,73120.0,OKLAHOMA,,
467,4,"CJ'S DISPENSARY LLC 
Trade Name: CJ'S DISPENSARY LLC",DAAA-E1CJ-WZBW,CJSDISPENSARY@GMAIL.COM,5803715794,TISHOMINGO,73460.0,JOHNSTON,,
468,5,"NATIVE MEDS LLC 
Trade Name: NATIVE MEDS LLC",DAAA-VKPY-RIPL,TJBERRYI@YAHOO.COM,5802223884,TISHOMINGO,73460.0,JOHNSTON,,
469,6,"REMEDIES+ 
Trade Name: REMEDIES+",DAAA-JOHE-RNOA,BEESLEY110@GMAIL.COM,5802570499,TISHOMINGO,73460.0,JOHNSTON,,
470,7,"TEXOMA HERB CO., LLC 
Trade Name: TEXOMA HERB CO., LLC",DAAA-4N9I-CS8D,DEBBIE@THC-TEXOMA.COM,9038213650,TISHOMINGO,73460.0,JOHNSTON,,
471,8,"XTREME GREENZ LLC 
Trade Name: TAMARA BIVINS",DAAA-4YXS-W1AL,XGREENZ420@GMAIL.COM,5807684479,TISHOMINGO,73460.0,JOHNSTON,,
472,9,"CHANGLE, LLC 
Trade Name:",DAAA-JRF0-ZJDX,DIHOW.OK@GMAIL.COM,9087876815,TONKAWA,74653.0,KAY,,
473,10,"HAPPY SMILES LLC 
Trade Name:",DAAA-H2PN-LAUC,"JW.ENTERPRISES.OKLA@GMAIL.CO
M",9087876815,TONKAWA,74653.0,KAY,,
474,11,"KONGFEI GREEN, LLC 
Trade Name: KONGFEI GREEN LLC",DAAA-N1HR-SG5S,MATT@STACYLEGALGROUP.COM,4058167228,TONKAWA,74653.0,KAY,,
475,12,"LIL' RED'S BUD BAR LLC 
Trade Name: LIL' RED'S BUD BAR LLC",DAAA-91OR-TTWE,DONNA.PRICE926@GMAIL.COM,5808232159,TONKAWA,74653.0,KAY,,
476,13,"PACKDADDY'S LLC 
Trade Name: PACKDADDY'S LLC",DAAA-K04X-KTLM,DXXPSTATEDISPO@GMAIL.COM,9188778961,TONKAWA,74653.0,KAY,,
477,14,"TONKAWA MEDICAL DISPENSARY LLC 
Trade Name: TONKAWA MEDICAL DISPENSARY",DAAA-VJL2-HN3E,TONKAWAMEDICAL@GMAIL.COM,2818301520,TONKAWA,74653.0,KAY,,
478,0,"BLACK RAIN LLC 
Trade Name: THE EMERALD GALLERY",DAAA-4KFV-E5VR,KATIE.MABREY@GMAIL.COM,9187045459,TULSA,74103.0,TULSA,,
479,1,"ENDO, INC. 
Trade Name: ENDO",DAAA-EYYH-IVKV,NRLACS14@GMAIL.COM,9188962650,TULSA,74103.0,TULSA,,
480,2,"EUFLORIA GYPSY LLC 
Trade Name: EUFLORIA",DAAA-4J22-ZRDX,ERIC@EUFLORIAMEDS.COM,9185046439,TULSA,74103.0,TULSA,,
481,3,"THE GREEN SCENE DISPENSARY, INC. 
Trade Name: THE GREEN SCENE DISPENSARY, INC.","DAAA-VYUU-
SMMR",DIAMOND_DAMPF@YAHOO.COM,9185192098,TULSA,74103.0,TULSA,,
482,4,"DOCTOR GREEN LLC 
Trade Name: DOCTOR GREEN",DAAA-EJPU-2YGY,DRGREENTULSA@GMAIL.COM,9182877825,TULSA,74104.0,TULSA,,
483,5,"KIND ALTERNATIVE WELLNESS LLC 
Trade Name: KIND ALTERNATIVE WELLNESS TULSA PEARL DISTRICT",DAAA-V1RV-T4VB,HWALDRAN@GMAIL.COM,9184078274,TULSA,74104.0,TULSA,,
484,6,"KOOCHIE'S FLOWERS, LLC 
Trade Name: KOOCHIE'S FLOWERS, LLC",DAAA-I2VK-IET4,YOLANDA.BUNCH@YAHOO.COM,4044886258,TULSA,74104.0,TULSA,,
485,7,"LOCAL RELEAF LLC 
Trade Name: LOCAL RELEAF",DAAA-NY1T-VMPF,LOCALRELEAF@GMAIL.COM,9186256229,TULSA,74104.0,TULSA,,
486,8,"MJ'S APOTHECARIES LLC 
Trade Name: MJ'S",DAAA-EKSC-ZICV,MJCARRCO@GMAIL.COM,9186392867,TULSA,74104.0,TULSA,,
487,9,"NATIVE NUGS 
Trade Name: NATIVE NUGS",DAAA-VKRK-LLND,TONY.WHEELER1@VERIZON.NET,9725235014,TULSA,74104.0,TULSA,,
488,10,"NATURE'S REMEDY 
Trade Name: BOTANICAL REMEDY LLC",DAAA-NJEB-4LKW,JEREMY.ENNO@YAHOO.COM,9189023691,TULSA,74104.0,TULSA,,
489,11,"PREMIER ALTERNATIVE MEDICAL LLC 
Trade Name: CARE FAMILY MEDICAL",DAAA-VY0W-0FXD,GBOLKS@YAHOO.COM,9186051243,TULSA,74104.0,TULSA,,
490,12,"SOMMET VENTURES INC. 
Trade Name: NIRVANA CANNABIS DISPENSARY",DAAA-VKSF-NQRU,LASIARSHAD@GMAIL.COM,2813098908,TULSA,74104.0,TULSA,,
491,13,"TALLGRASS DISPENSARY, LLC 
Trade Name: TALLGRASS DISPENSARY","DAAA-NKKB-
AQSM",JP@TULSABACKCARE.COM,9186069091,TULSA,74104.0,TULSA,,
492,14,"DIAMOND VENTURES INC. 
Trade Name:",DAAA-EKDR-HQ0D,LASIARSHAD@GMAIL.COM,2813098908,TULSA,74105.0,TULSA,,
493,0,"EZY'S HOUSE OF DANK, LLC 
Trade Name:",DAAA-4KGY-OTFQ,01HOMEGROWN@GMAIL.COM,9187035430,TULSA,74105.0,TULSA,,
494,1,"GREEN COUNTRY BUD, INC. 
Trade Name:",DAAA-41Y6-JQJD,JS@QUICKCERT.ORG,9188524431,TULSA,74105.0,TULSA,,
495,2,"KUSH DISPENSARY, LLC 
Trade Name: KUSH DISPENSARY, LLC",DAAA-41CF-9PHM,KUSHTULSA@GMAIL.COM,9187425874,TULSA,74105.0,TULSA,,
496,3,"PARKHILL'S PARTY ACCESSORIES, INC. 
Trade Name: PARKHILL'S PARTY ACCESSORIES, INC.",DAAA-E1LV-I9EK,PARKHILLS@TULSACOXMAIL.COM,9184064359,TULSA,74105.0,TULSA,,
497,4,"GREENWOOD WELLNESS DISPENSARY, LLC 
Trade Name: GREENWOOD WELLNESS DISPENSARY",DAAA-4JRA-I56B,"GREENWOODWELLNESSGROUP@G
MAIL.COM",9186336811,TULSA,74106.0,TULSA,,
498,5,"KING K COLLECTIVES, LLC 
Trade Name: KING K COLLECTIVES",DAAA-4YVI-QMCU,GNYAN62@GMAIL.COM,4246537153,TULSA,74106.0,OKLAHOMA,,
499,6,"TERP TOWN DISPENSARY LLC 
Trade Name:","DAAA-5MOC-
6QSV",BRANDIEW07@GMAIL.COM,9189913526,TULSA,74106.0,TULSA,,
500,7,"THE GOLDEN CIRCLE MEDICAL DISPENSARY INC. 
Trade Name: THE GOLDEN CIRCLE MEDICAL DISPENSARY INC.","DAAA-KSW2-
3QTM","GOLDENCIRCLEDISPENSARY@GMAI
L.COM",9187640308,TULSA,74106.0,TULSA,,
501,8,"THE GREEN ROOM, LLC 
Trade Name:",DAAA-4Y6A-7TKH,IAMNEKOWILLIAMS@GAMIL.COM,9189827341,TULSA,74106.0,TULSA,,
502,9,"THE GREENWOOD CURE INC 
Trade Name: THE GREENWOOD CURE INC",DAAA-4YD1-QVUT,XIAXIA23@YAHOO.COM,9185769655,TULSA,74106.0,TULSA,,
503,10,"THE MOTHER LAND, INC 
Trade Name: THE MOTHERLAND",DAAA-4KQH-VZAN,"THEMOTHERLANDTULSA@GMAIL.C
OM",4043379745,TULSA,74106.0,TULSA,,
504,11,"TING DISPENSARY INDUSTRIES LLC 
Trade Name: NORTHSIDE DISPENSARY",DAAA-VKRZ-W8RZ,DOMINIKTING@GMAIL.COM,9189480283,TULSA,74106.0,TULSA,,
505,12,"BETTER MARIJUANA PRODUCTIONS LLC 
Trade Name: THE PLUG 918",DAAA-NJ5W-8HF8,TY93RA@GMAIL.COM,9182847891,TULSA,74107.0,TULSA,,
506,13,"HOMEGROWN DISPENSARIES LLC 
Trade Name: THE STRAIN STATION TULSA LLC","DAAA-NNGA-
WUAF",BAIDEKAI@OUTLOOK.COM,9188941636,TULSA,74107.0,TULSA,,
507,14,"MR GREEN PLUS INC 
Trade Name: MR GREEN PLUS",DAAA-4YSJ-BE48,MRGREENCROSSINC@GMAIL.COM,9185080687,TULSA,74107.0,TULSA,,
508,0,"MAY MY TREE, LLC 
Trade Name:",DAAA-41UU-4TIB,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010.0,GRADY,,
509,1,"MCC3 HOLDINGS LLC 
Trade Name: MCC3 HOLDINGS LLC",DAAA-HXLO-GNBP,MATT@STACYLEGALGROUP.COM,4057353800,BLANCHARD,73010.0,GRADY,,
510,2,"MEDIREC OKLAHOMA, LLC 
Trade Name: MEDIREC OKLAHOMA, LLC","DAAA-41ZX-
WHGW",MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010.0,GRADY,,
511,3,"MY LIEN GREEN LLC 
Trade Name:",DAAA-CCZR-T9IP,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010.0,GRADY,,
512,4,"NTP BROS LLC 
Trade Name: NTP BROS LLC",DAAA-WC9J-N7GL,MATT@STACYLEGALGROUP.COM,4057353800,BLANCHARD,73010.0,GRADY,,
513,5,"OKLAHOMA GREEN LLC 
Trade Name:",DAAA-NJRV-M7SV,BRYCE@BINYONLS.COM,4057602706,BLANCHARD,73010.0,MCCLAIN,,
514,6,"PACBOY FARMS LLC 
Trade Name:",DAAA-3SYB-AN9A,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010.0,GRADY,,
515,7,"QUN LIN GREEN LLC 
Trade Name:",DAAA-BUB6-AT7Q,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010.0,GRADY,,
516,8,"REDWOOD CAPITAL HOLDINGS LLC 
Trade Name:",DAAA-DF0J-EAF4,MATT@STACYLEGALGROUP.COM,4058167532,BLANCHARD,73010.0,GRADY,,
517,9,"RIDGE CAPITAL HOLDINGS LLC 
Trade Name:",DAAA-F1AO-3LTJ,MATT@STACYLEGALGROUP.COM,4058167532,BLANCHARD,73010.0,GRADY,,
518,10,"RIDGE CAPITAL HOLDINGS LLC 
Trade Name:",DAAA-MQNN-SJZP,MATT@STACYLEGALGROUP.COM,4058167532,BLANCHARD,73010.0,GRADY,,
519,11,"RIDGE CAPITAL HOLDINGS LLC 
Trade Name:","DAAA-DHMO-
WCPO",MATT@STACYLEGALGROUP.COM,4058167532,BLANCHARD,73010.0,GRADY,,
520,12,"SHENG GREEN, LLC 
Trade Name:",DAAA-NY73-3F5B,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010.0,GRADY,,
521,13,"STASH HOLDINGS LLC 
Trade Name:",DAAA-YENM-RK8N,MATT@STACYLEGALGROUP.COM,4058167532,BLANCHARD,73010.0,GRADY,,
522,14,"TGIC OKLAHOMA, LLC 
Trade Name:",DAAA-4K1Q-ZUJU,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010.0,GRADY,,
523,0,"SHAFFA INC 
Trade Name: URBAN LEAF",DAAA-41YH-JKHI,CLPANDEY10@GMAIL.COM,7202202967,TULSA,74107.0,TULSA,,
524,1,"WILBURS TULSA 
Trade Name:",DAAA-4Y2N-G25N,"OKMEDICALCANNABIS@OUTLOOK.
COM",7076213633,TULSA,74107.0,TULSA,,
525,2,"FIGHTING FLOWER, LLC 
Trade Name: FIGHTING FLOWER",DAAA-4KQB-OBRJ,BILL.T2@YAHOO.COM,9189911561,TULSA,74108.0,TULSA,,
526,3,"PREME CANNABIS COMPANY,  LLC 
Trade Name:",DAAA-4JB6-1X4N,KATINAWALKERMIMS@GMAIL.COM,9188920606,TULSA,74108.0,TULSA,,
527,4,"GOOD GREENS DISPENSARY, INC 
Trade Name:",DAAA-VK9T-SK8L,KREDRICKS@GMAIL.COM,2812207771,TULSA,74110.0,TULSA,,
528,5,"GRASS-HOPPER DISPENSARIES LLC 
Trade Name: GRASS-HOPPER",DAAA-NKNN-B7DR,DAVID.WEAVER@COX.NET,9182891053,TULSA,74110.0,TULSA,,
529,6,"HERBAL MEDS LLC 
Trade Name: HERBAL MEDS",DAAA-N1F0-GZ3Q,DARAXIONG1979@GMAIL.COM,9182105150,TULSA,74110.0,TULSA,,
530,7,"L'S EXQUISITE SHE SHED DISPENSARY L.L.C. 
Trade Name: L'S EXQUISITE SHE SHED",DAAA-X2VH-M8DP,LSSHESHED@GMAIL.COM,9184038630,TULSA,74110.0,OKLAHOMA,,
531,8,"MARY JANE'S TREEHOUSE 
Trade Name: MARY JANE’S TREEHOUSE",DAAA-NYIJ-NBUV,"MARYJANESTREEHOUSE@GMAIL.C
OM",9182890612,TULSA,74110.0,TULSA,,
532,9,"ROYALTY BUDS MEDICAL MARIJUANA DISPENSARY 
Trade Name: ROYALTY BUDS MEDICAL MARIJUANA DISPENSARY",DAAA-EK46-3E90,ASHLEEREAMY@GMAIL.COM,9189020458,TULSA,74110.0,TULSA,,
533,10,"SEVEN STAR DISTRIBUTORS LLC 
Trade Name: SEVEN STAR DISPENCERY",DAAA-EY6E-AWQY,KAMRANPARVEZ@HOTMAIL.COM,9189381055,TULSA,74110.0,TULSA,,
534,11,"STOCKHAM HOLDINGS, INC. 
Trade Name: MJ HIGHWAY","DAAA-NYW0-
8CKQ",JACOBSTOCKHAM@YAHOO.COM,9185046866,TULSA,74110.0,TULSA,,
535,12,"TULSA HERBAL CLINIC LLC 
Trade Name: TULSA HERBAL CLINIC",DAAA-VYPE-XC2A,TULSAHERBALCLINIC@GMAIL.COM,9189229511,TULSA,74110.0,TULSA,,
536,13,"BEST DISPENSARIES, LLC 
Trade Name: BEST DISPENSARIES",DAAA-EJXK-WD4K,CHICOHCC@GMAIL.COM,9182844295,TULSA,74112.0,TULSA,,
537,14,"BLOOMERS DISPENSARY AND SUNDRIES, LLC 
Trade Name: BLOOMERS DISPENSARY AND SUNDRIES, LLC",DAAA-4KBE-VFVS,"BLOOMERSDISPENSARY@GMAIL.CO
M",9187602418,TULSA,74112.0,TULSA,,
538,0,"C'LEVEL CANNABIS 
Trade Name:",DAAA-TYSE-QFRB,CLEVELCANNABIS@GMAIL.COM,4055372754,TULSA,74112.0,OKLAHOMA,,
539,1,"DANK BANQ, LLC 
Trade Name: DANK BANQ, LLC",DAAA-JFXY-EBX8,"PRIMALWELLNESSLLC@YAHOO.CO
M",5802160105,TULSA,74112.0,TULSA,,
