business,license,email,phone,city,zip,county,license_type,trade_name
GERALD SANDERS ,DAAA-NJW9-T0Q6,SAPULPA.CHIEFTAIN@YAHOO.COM,9183786366,TULSA,74132,TULSA,dispensaries, HIGH CLASS DISPENSARY
PREMIUM LEAF LLC ,DAAA-PEGV-C9U6,ALOCKE00@GMAIL.COM,3107731244,TULSA,74132,CREEK,dispensaries, SKUNK'S DEN
CANNATOPIA LLC ,DAAA-JCPS-N4PX,MLGRAMM@SPEEDYS66.COM,9187244015,TULSA,74133,TULSA,dispensaries, CANNATOPIA
"CANNVEST GROUP, LLC ",DAAA-4JLW-6ASI,INFO@MANGOCANNABIS.COM,2489616160,TULSA,74133,TULSA,dispensaries, MANGO CANNABIS
CENTRAL PURP LLC ,DAAA-E1N6-KE0Y,MAKALYN22@YAHOO.COM,8087546402,TULSA,74133,TULSA,dispensaries, CENTRAL PURP
"CONNOISSEUR CANNABIS, LLC ",DAAA-TXIA-63L4,OKCONNOISSEUR@GMAIL.COM,9188634445,TULSA,74133,TULSA,dispensaries, CONNOISSEUR CANNABIS
DR Z LEAF LLC ,DAAA-E1E1-FZWQ,INFO@DRZLEAF.COM,9184010895,TULSA,74133,TULSA,dispensaries,
GEMINI MEDICAL EQUIPMENT LLC ,DAAA-EY3T-RRP5,LAURENAMILLER9@GMAIL.COM,9182843002,TULSA,74133,TULSA,dispensaries, HEMPRX
GEMINI MEDICAL EQUIPMENT LLC ,DAAA-VEJ8-I49N,JOELLEN@WHITEBUFFALOTULSA.COM,9188455558,TULSA,74133,TULSA,dispensaries, HEMP RX DISPENSARY
"GRASS, LLC ",DAAA-EYQF-BCSE,DRWHENRY@COX.NET,9188728662,TULSA,74133,TULSA,dispensaries,
"GREEN COUNTRY BUD, INC. ",DAAA-E1CA-CWUB,JS@QUICKCERT.ORG,9188524431,TULSA,74133,TULSA,dispensaries,
GREENCRAFT LLC ,DAAA-EJ4W-7SD7,CARL.GREENCRAFT@GMAIL.COM,9186398419,TULSA,74133,TULSA,dispensaries, GREENCRAFT
"HIGH ROLLER INVESTMENTS, INC ",DAAA-41UB-EWWK,PJ@CBDPLUSUSA.COM,4054175333,TULSA,74133,TULSA,dispensaries, LEMONNADE DISPENSARY 106TH
"SCISSORTAIL DISPENSARY, LLC ",DAAA-E1XB-U06K,KEN.GROTH@SCISSORTAILDISPENSARYLLC.COM,9182307570,TULSA,74133,TULSA,dispensaries," SCISSORTAIL DISPENSARY, LLC"
SS ORGANICS INC ,DAAA-EJQZ-0JFR,SOUTHSIDECANNABISTULSA@GMAIL.COM,9189575303,TULSA,74133,TULSA,dispensaries, SOUTHSIDE
THE FIRE STATION LLC ,DAAA-NKCX-Z4LA,MISSBIZNESS1999@GMAIL.COM,4243439546,TULSA,74133,TULSA,dispensaries,
DOCTOR GREEN LABS LLC ,DAAA-4JX7-GSEP,PAUL@DOCTORGREENUSA.COM,9182877825,TULSA,74134,TULSA,dispensaries, DOCTOR GREEN
"EZY'S HOUSE OF DANK, LLC ",DAAA-EYFQ-9GUI,01HOMEGROWN@GMAIL.COM,9187035430,TULSA,74135,TULSA,dispensaries," EZY'S HOUSE OF DANK, LLC"
"GREEN MEDS PLUS, L.L.C. ",DAAA-E1BO-HFSY,GREENMEDSPLUS@GMAIL.COM,9186396504,TULSA,74135,TULSA,dispensaries, GREEN MEDS PLUS
JCB COLLECTIVE LLC ,DAAA-IYDY-FBJZ,JCCHOLDINGS.OK@GMAIL.COM,8282917475,TULSA,74135,TULSA,dispensaries, OKIE OG CANNABIS
"MEDICINAL LIFE HEADQUARTERS, LLC ",DAAA-HJI7-JJUV,MEDLIFEHQ@GMAIL.COM,9184425855,TULSA,74135,TULSA,dispensaries," MEDICINAL LIFE HEADQUARTERS, LLC"
NATURAL LEAF CORPORATION ,DAAA-H5HO-IFXJ,MAMO4040@GMAIL.COM,9186979758,TULSA,74135,TULSA,dispensaries, CANNA CLUB DISPENSARY
"OG ELECTRIC LETTUCE, LLC ",DAAA-2V52-ZIOM,ELECTRICLETTUCEOFOK@YAHOO.COM,9185300467,TULSA,74135,TULSA,dispensaries,
OKCD CORP ,DAAA-EYBL-GWAJ,JDKEEL@GMAIL.COM,2147896352,TULSA,74135,TULSA,dispensaries, OKLAHOMA CANNABIS DISPENSARIES CORP
TWISTED ROOTS DISPENSARY LLC ,DAAA-XNNY-XXQ9,TULSATWISTEDROOTS@GMAIL.COM,9189984476,TULSA,74135,TULSA,dispensaries, TWISTED ROOTS
CROWN CANNABIS LTD CO. ,DAAA-V1KB-2CD0,CFARMS313@GMAIL.COM,3136761015,TULSA,74136,TULSA,dispensaries, CROWN CANNABIS
DRAGON LILY DISPENSARY LLC ,DAAA-WWS1-WW1N,DURANGO.VENTURES.OK@GMAIL.COM,2816086800,TULSA,74136,TULSA,dispensaries, DRAGON LILY DISPENSARY LLC
"F5 MED, LLC ",DAAA-PFXO-RYAH,BONNIECALDWELL@F5IND.COM,5398671877,TULSA,74136,TULSA,dispensaries, SEED CANNABIS CO.
"JMMJ, LLC ",DAAA-ZSGI-AHPL,JAMARTIN1976@YAHOO.COM,9184087377,TULSA,74136,TULSA,dispensaries, 3BIRDS CANNABIS CO.
"OHG, LLC ",DAAA-4KHB-NZTS,OHGOKLLC@GMAIL.COM,9186295007,TULSA,74136,TULSA,dispensaries, OKLAHOMA HOME GROWN - LEWIS
PREMIUM LEAF LLC ,DAAA-EKBL-HOFD,ALOCKE00@GMAIL.COM,3107731244,TULSA,74136,OKLAHOMA,dispensaries, SKUNK'S DEN
RE-UP LLC ,DAAA-EJYD-S1OB,REUPDISPENSARY@GMAIL.COM,9189464588,TULSA,74136,TULSA,dispensaries, RE-UP DISPENSARY
TOP SHELF STOCK ,DAAA-NJAM-GGF6,JENNF810@GMAIL.COM,2142902384,TULSA,74136,TULSA,dispensaries,
WILLMO LLC ,DAAA-419H-POBQ,MO@AUDX.IO,3058017900,TULSA,74136,TULSA,dispensaries,
A-Z DISPENSARY ,DAAA-MOPH-ZNJ2,AZDISPENSARYTULSA@GMAIL.COM,9188522108,TULSA,74137,TULSA,dispensaries, A-Z DISPENSARY
"GREEN COUNTRY BUD, INC. ",DAAA-4YBW-IOOD,JS@QUICKCERT.ORG,9188524431,TULSA,74137,TULSA,dispensaries,
PLATINUM CANNABIS GROUP LLC ,DAAA-4KT3-RDWK,ALOCKE00@GMAIL.COM,3107731244,TULSA,74137,TULSA,dispensaries, PLATINUM CANNABIS GROUP
"WHOLE LEAF OKLAHOMA, LLC ",DAAA-VKKY-YUTR,INFO@WHOLELEAF.NET,9183730711,TULSA,74137,TULSA,dispensaries, WHOLE LEAF
BLACK PURPLE KUSH INC ,DAAA-EKTZ-Y64D,BLACKPURPLEKUSH@OUTLOOK.COM,9189510000,TULSA,74145,TULSA,dispensaries, BLACK PURPLE KUSH
BUILDABRICK LLC ,DAAA-VJF5-HGJJ,DNICE121506@GMAIL.COM,9188138352,TULSA,74145,TULSA,dispensaries, PLANTATION
CANDASCENT CANNABIS LLC ,DAAA-NJFF-JWSV,KAY.SACH01@GMAIL.COM,9175308757,TULSA,74145,TULSA,dispensaries,
CANNA-CABANA LLC ,DAAA-VYQE-8IJP,HPUNJANI.HP@GMAIL.COM,9178155669,TULSA,74145,TULSA,dispensaries,
CANNABIS EMPORIUM DISPENSARY LLC ,DAAA-EKWV-MUYJ,RANALEGACY@GMAIL.COM,9187401088,TULSA,74145,TULSA,dispensaries,
"CANNAFLOWERS FARMS, LLC ",DAAA-V1VR-VZQH,PAPPU926@GMAIL.COM,2017078705,TULSA,74145,TULSA,dispensaries,
"ERBA, LLC ",DAAA-41YR-TLGG,GSANDELLA@GMAIL.COM,9186407668,TULSA,74145,TULSA,dispensaries,
FUME VENTURES INC. ,DAAA-V13L-QBKL,LASIARSHAD@GMAIL.COM,2813098908,TULSA,74145,TULSA,dispensaries, EDEN CANNABIS CO.
GRAVITY DISPO INC ,DAAA-N1M0-D1ZL,OKCGROW@YAHOO.COM,2544850894,TULSA,74145,TULSA,dispensaries, GRAVITY 420
GREEN COUNTRY DISPENSARY LLC ,DAAA-VJ8D-CSC0,SEQGREEN@GMAIL.COM,4052557484,TULSA,74145,TULSA,dispensaries, PRIVATE STASH
GREEN COUNTRY HEALTH INITIATIVE LLC ,DAAA-EKJP-D3DH,CODYJMCCOY@GMAIL.COM,9189028002,TULSA,74145,TULSA,dispensaries, INHAL
HEMP USA LLC ,DAAA-EJGT-FKVU,FREDGMS@YAHOO.COM,9186956855,TULSA,74145,TULSA,dispensaries, HEMP USA
"HIGH ROLLER INVESTMENTS, INC ",DAAA-N13E-MCVG,EMILY@SWAGGINWAGON.NET,9182649095,TULSA,74145,TULSA,dispensaries,
JADE WELLNESS CENTER LLC ,DAAA-NJ7J-28N7,JADEWELLNESSOK@GMAIL.COM,9162890678,TULSA,74145,TULSA,dispensaries, JADE WELLNESS CENTER
MEMORIAL DRIVE DISPENSARY LLC ,DAAA-NKTR-GXPR,INFO@MEMDRIVEDISPENSARY.COM,9186394159,TULSA,74145,TULSA,dispensaries, MEMORIAL DRIVE DISPENSARY
NATURE CURES LLC ,DAAA-4J43-P1W9,NATURECURESTULSA@GMAIL.COM,9185517885,TULSA,74145,TULSA,dispensaries, NATURE CURES
ONE LOVE WELLNESS INC ,DAAA-N1NN-UYU5,ONELOVEWELLNESSLLC@GMAIL.COM,9182403130,TULSA,74145,TULSA,dispensaries, ONE LOVE WELLNESS
PEACEFUL RELEAF LLC ,DAAA-4JBP-8NGW,FITNESFRK6@COX.NET,9182612354,TULSA,74145,TULSA,dispensaries, PEACEFUL RELEAF LLC
PURA LLC ,DAAA-EKOO-OH9I,PURACANNABISCOLLECTIVE@GMAIL.COM,9188562411,TULSA,74145,TULSA,dispensaries, PURA CANNABIS COLLECTIVE
PUSH CANNABIS ,DAAA-TIM3-MFZO,C.AARON500@GMAIL.COM,9183273589,TULSA,74145,TULSA,dispensaries, PUSH CANNABIS LLC
ROSEMARY FARMS LLC ,DAAA-NYHW-JQUI,ROSEMARYFARMSLLC@GMAIL.COM,9188847360,TULSA,74145,TULSA,dispensaries,
T-TOWN MEDICAL MARIJUANA DISPENSARY INC ,DAAA-VYAA-PQOB,RIPOCKRUS@YAHOO.COM,9186883247,TULSA,74145,TULSA,dispensaries, T-TOWN MEDICAL MARIJUANA DISPENSARY
THE DANKERY LLC ,DAAA-E18H-DLFF,DYLANJAMESBILBY@HOTMAIL.COM,9186881828,TULSA,74145,TULSA,dispensaries, THE DANKERY DISPENSARY
THE GAME OF CLONES LLC ,DAAA-4YDB-YEDF,THEGAMEOFCLONESLLC@GMAIL.COM,9186060546,TULSA,74145,TULSA,dispensaries,
"THE GREEN GOAT DISPENSARY, LLC ",DAAA-41LC-SOOO,SCOTT@TULLYLAWFIRM.NET,9188451874,TULSA,74145,TULSA,dispensaries, THE GREEN GOAT DISPENSARY
TULSA HERBAL CONNECTION LLC ,DAAA-4J6Q-PITZ,BONNIECALDWELL@F5IND.COM,5398671877,TULSA,74145,TULSA,dispensaries, SEED CANNABIS CO. II
TWISTED ROD CUSTOMS LLC ,DAAA-VJXX-XEDV,NANETTELOFTON@SBCGLOBAL.NET,9187060096,TULSA,74145,TULSA,dispensaries, TWISTED ROD CUSTOMS LLC
"UK HASH, LLC ",DAAA-NJCF-3HIE,KATNAP@FRII.COM,9708348610,TULSA,74145,TULSA,dispensaries,
"YOUNG BUDZ, LLC ",DAAA-VJ7J-VHL7,YOUNGBUDZLLC@GMAIL.COM,9189241068,TULSA,74145,TULSA,dispensaries, YOUNG BUDZ PREMIUM MEDICAL CANNABIS CO.
CELEBRITY WELLNESS BUDZ LLC ,DAAA-4KH8-OLAI,C.AARON500@GMAIL.COM,9183273589,TULSA,74146,TULSA,dispensaries,
J & J BUDS AND DISPENSARY LLP ,DAAA-4JYI-KHUS,JSCASEY88@GMAIL.COM,9186302775,TULSA,74146,TULSA,dispensaries, J & J BUDS AND DISPENSARY LLP
"MEDIJUANA PHARM, LLC ",DAAA-NYOG-4NCO,HARDY.MEDIJUANA@GMAIL.COM,9186952924,TULSA,74146,TULSA,dispensaries," MEDIJUANA PHARM, LLC"
MELLOW MOUNTAIN CORP ,DAAA-N1AX-UVXT,MELLOWMOUNTAIN@YAHOO.COM,9188150451,TULSA,74146,TULSA,dispensaries, MELLOW MOUNTAIN CORP
ROLLIN VAPOR ,DAAA-41E7-QVSA,VAPE@ROLLINVAPOR.COM,9182301717,TULSA,74146,TULSA,dispensaries, ROLLIN VAPOR
"SOLSTICE: ""A"" CANNABIS COMPANY LLC ",DAAA-EJAO-C191,NATIVESTRAINS19@GMAIL.COM,7024095784,TULSA,74146,TULSA,dispensaries, SOLSTICE
"TGIC OKLAHOMA, LLC ",DAAA-4JEO-XJKB,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,dispensaries,
"TGIC OKLAHOMA, LLC ",DAAA-VYTH-ZLJ8,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,dispensaries, TGIC OKLAHOMA LLC
"TGIC OKLAHOMA, LLC ",DAAA-NKGJ-LTEB,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,dispensaries,
"TGIC OKLAHOMA, LLC ",DAAA-4YJA-IKLV,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,dispensaries,
"WENG GREEN, LLC ",DAAA-VJMJ-BE1L,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,dispensaries,
"WENWU GREEN, LLC ",DAAA-4JEC-NMCH,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,dispensaries,
"XIOAMEI GREEN, LLC ",DAAA-VJBN-JASL,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,dispensaries,
YAN MEI GREEN LLC ,DAAA-V1FJ-MENU,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,dispensaries,
"YANJUN GREEN, LLC ",DAAA-V1ML-9JLV,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,dispensaries,
"YANXI GREEN, LLC ",DAAA-VYW9-NPIL,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,dispensaries,
"YE GREEN, LLC ",DAAA-EJCK-TLYU,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,dispensaries,
ZHU GREEN LLC ,DAAA-DGQU-56MP,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,dispensaries, ZHU GREEN LLC
26 MOYERS FARM GROUP LLC ,DAAA-JZM7-B4Z2,MATT@STACYLEGALGROUP.COM,4058167532,BLANCHARD,73010,GRADY,dispensaries,
179 SOUTH 122ND HOLDINGS LLC ,DAAA-INE4-OOOZ,MATT@STACYLEGALGROUP.COM,4058167532,BLANCHARD,73010,GRADY,dispensaries,
15249 SOUTH 76TH HOLDINGS LLC ,DAAA-RGRJ-V8FA,MATT@STACYLEGALGROUP.COM,4058167532,BLANCHARD,73010,GRADY,dispensaries,
"TAYLOR OVERSEE, INC. ",DAAA-4YQQ-W8WB,TULSADISPENSARY@GMAIL.COM,9182314618,TULSA,74146,TULSA,dispensaries,
"VVR ENTERPRISES, LLC ",DAAA-4KUT-FQVB,BILL@VERDE420.COM,9406485263,TULSA,74146,TULSA,dispensaries," VVR ENTERPRISES, LLC"
"YE OLDE APOTHECARY SHOPPE, LLC ",DAAA-EKLH-TFJK,YEOLDEAPOTHECARYSHOPPE@GMAIL.COM,9187341347,TULSA,74146,TULSA,dispensaries, YE OLDE APOTHECARY SHOPPE
"NKO RETAIL #2, LLC ",DAAA-VYJT-AHE8,INFO@NATURESKISSMMJ.NET,9188942940,TULSA,74133,TULSA,dispensaries, NATURE'S KISS
THE ROYAL TREE 2 LLC ,DAAA-NJW1-RLXK,JJWILDHABER@GMAIL.COM,2066050184,TULSA,74133,TULSA,dispensaries, EUPHORA
"3 LEAFS DISPENSARY, LLC ",DAAA-EJNZ-2COE,3LEAFS2019@GMAIL.COM,9189224718,TULSA,74115,TULSA,dispensaries, 3 LEAFS
30M VENTURES LLC ,DAAA-EY5C-Y73Q,TODD@GREYWOLFEHOLDINGS.COM,4242024837,TULSA,74136,TULSA,dispensaries, TULSA HOUSE OF FIRE
THE TREEHOUSE 41 LLC ,DAAA-NKVW-DDGX,TAMIA.SMITH38@GMAIL.COM,9188169442,TULSA,74105,TULSA,dispensaries, THE TREEHOUSE
HEADQUARTERS 66 DISPENSARY ,DAAA-4134-6AUD,CEJR1975@GMAIL.COM,9189919310,TULSA,74112,TULSA,dispensaries, HEADQUARTERS 66
ROUTE 66 WONDERLAND LLC ,DAAA-HJ5J-I3FS,ALANSOLEYMAN@YAHOO.COM,3102799521,TULSA,74131,CREEK,dispensaries, ROUTE 66 WONDERLAND LLC
"REDEYE 420, LLC ",DAAA-FCTH-HV1V,JASON@REDEYE420.COM,9189555020,TULSA,74112,TULSA,dispensaries,
777CC LLC ,DAAA-VYGQ-OQCP,ERICKETHRIDGE@GMAIL.COM,9186397766,TULSA,74104,TULSA,dispensaries, 777
THE HEALTH CENTER 918 LLC ,DAAA-4YAE-YRGF,THCTULSA@GMAIL.COM,9185008294,TULSA,74112,TULSA,dispensaries, THE HEALTH CENTER
918 BUDS MEDICAL MARIJUANA DISPENSARY LLC ,DAAA-N1J1-JY9V,THOMASTOWING33@YAHOO.COM,9184281097,TULSA,74126,TULSA,dispensaries,
918 BUDS MEDICAL MARIJUANA DISPENSARY LLC ,DAAA-EZI4-8LQZ,BUDS918@YAHOO.COM,9183735159,TULSA,74129,TULSA,dispensaries,
MARY JANE 918 ,DAAA-4KQP-XEHX,MARYJANES918@YAHOO.COM,9187341386,TULSA,74131,CREEK,dispensaries, MARY JANE 918
918 ELEVATE LLC ,DAAA-V1CJ-YJ9E,JIMBOT@TAYLORCRANE.COM,6205156269,TULSA,74137,TULSA,dispensaries, 918 ELEVATE
8888 WONDERLAND LLC ,DAAA-RS5C-FM41,ALANSOLEYMAN@YAHOO.COM,3102799521,TULSA,74137,TULSA,dispensaries,
BIG JERRY'S BUDS CO. ,DAAA-GOQR-T86K,ORDERS@BIGJERRYS.COM,4805228779,TURPIN,73950,BEAVER,dispensaries, BIG JERRY'S BUDS CO.
HEALING OASIS LLC ,DAAA-ZI2N-RJH3,HEALINGOASISOK@GMAIL.COM,5804618486,TURPIN,73950,BEAVER,dispensaries,
NPMG DISPENSARY ,DAAA-SNAV-PPEJ,NPMGDISPENSARY@GMAIL.COM,6206219239,TURPIN,73950,BEAVER,dispensaries, NPMG DISPENSARY LLC
THE WEED SHOP ,DAAA-VYTL-K6UO,BBGREENHOPE@GMAIL.COM,9185224710,TUSKAHOMA,74574,LATIMER,dispensaries, THE WEED SHOP
HAZY MULE ,DAAA-X17D-FBJA,CDURINGTON@ICLOUD.COM,4055448431,TUTTLE,73089,GRADY,dispensaries, HAZY MULE
SUNKISSED TANNING SALON LLC ,DAAA-41T5-3PRH,AMYWORDEN73@YAHOO.COM,4054742727,TUTTLE,73089,GRADY,dispensaries, GREEN PLUS
SHANNA JO TODD ,DAAA-Q1X1-S30N,SHANNAJOTODD88@GMAIL.COM,5802126164,VALLIANT,74764,MCCURTAIN,dispensaries, TRIPPY TREES CANNABIS COMPANY
SMOKING BUDZ LLC ,DAAA-JS4Y-OLCO,XVANG77@YAHOO.COM,9185083174,VALLIANT,74764,MCCURTAIN,dispensaries,
LIVING WELL CANABIS DISPENSARY LLC ,DAAA-VYJV-JR8M,LIVINGWELLCANNABIS@GMAIL.COM,4055908070,VERDEN,73092,GRADY,dispensaries, LIVING WELL CANNABIS DISPENSARY
BUFFALO CHIEF LLC ,DAAA-VYX0-LS2U,BUFFALOCHIEF@YAHOO.COM,4794144462,VIAN,74962,SEQUOYAH,dispensaries, 10KILLER BUD
KIM AND HIM INVESTMENTS INC ,DAAA-41HX-MEEK,HIMANDKIM@YAHOO.COM,9185713552,VIAN,74962,SEQUOYAH,dispensaries, GREEN-MED DISPENSARY
OKLAHOMA HERBAL SOLUTIONS ,DAAA-LJRZ-IVKF,OKLAHOMAHERBALSOLUTIONS@YAHOO.COM,9184579127,VIAN,74962,SEQUOYAH,dispensaries, OKLAHOMA HERBAL SOLUTIONS
JJS.HUTT CORPORATION ,DAAA-4JMX-1GDD,HUTTCORP1@GMAIL.COM,9185771339,WAGONER,74467,WAGONER,dispensaries, FLOWER TO THE PEOPLE
"LOUD HOUSE ENTERPRISES, LLC ",DAAA-REUQ-N9E3,THELOUDHOUSEOK@GMAIL.COM,9182017033,WAGONER,74467,WAGONER,dispensaries,
"MOTA EXPRESS,  LLC ",DAAA-4J2H-AIT5,JULIOA2121@HOTMAIL.COM,9187608189,WAGONER,74467,WAGONER,dispensaries,
SEPTRAIN LLC ,DAAA-VIFA-V8MZ,THOMMXIONG@YAHOO.COM,5392105721,WAGONER,74467,WAGONER,dispensaries, HAPPY BUDDHA DISPENSARY
THE GOOD LEAF L.L.C. ,DAAA-NYTT-JQOG,PORKCHOP1972.BC@GMAIL.COM,9188649029,WAGONER,74467,WAGONER,dispensaries, THE GOOD LEAF L.L.C.
THE LOUD HOUSE DISPENSARY L.L.C. ,DAAA-VJWS-G0ZQ,KYLEYHUNNICUTT@GMAIL.COM,9182601423,WAGONER,74467,WAGONER,dispensaries,
WAGONER MEDICAL SOLUTIONS INC ,DAAA-EKOF-GKWF,WAGONERMEDICALSOLUTIONS@GMAIL.COM,9186823714,WAGONER,74467,WAGONER,dispensaries, WAGONER MEDICAL SOLUTIONS
FIRE STATION 56 LLC ,DAAA-VKHN-EGJU,MISSBIZNESS1999@GMAIL.COM,4243439546,WAGONER,74467,WAGONER,dispensaries,
420 WALLY LLC ,DAAA-DRT6-TCPA,420WALLY@420WALLY.COM,9189312997,WAGONER,74467,WAGONER,dispensaries, 420 WALLY
ADVENTURE CANNABIS DISPENSARY LLC ,DAAA-PT1J-WQPK,KINGVALLEYKUSH@GMAIL.COM,5095671678,WANETTE,74878,CLEVELAND,dispensaries, ADVENTURE CANNABIS
"HILLBILLY REMEDIES, LLC ",DAAA-E2PW-FBZE,MAGSBARBER@YAHOO.COM,8177273205,WAPANUCKA,73461,JOHNSTON,dispensaries," HILLBILLY REMEDIES, LLC"
C & R BUSINESS SOLUTIONS LLC ,DAAA-E1Q6-0DR7,SUPPORT@CANNABISRETREATOK.COM,8597971377,WARNER,74469,MUSKOGEE,dispensaries, CANNABIS RETREAT
"WEATHERED TREASURES, LLC ",DAAA-V1AB-SYHK,HANDCCLEMENT@GMAIL.COM,4056515363,WARNER,74469,MUSKOGEE,dispensaries, NO. 9 DISPENSARY WARNER OK
"KC'S CANNABIS COMPANY, LLC ",DAAA-41FZ-ZZBD,CRYSTALRIVERA77@ATT.NET,4055902937,WARR ACRES,73112,OKLAHOMA,dispensaries,
MARY JANE LANE LLC ,DAAA-EK0V-OSOP,ANSAR.IFTIKHAR@GMAIL.COM,4056250864,WARR ACRES,73112,OKLAHOMA,dispensaries, MARY JANE LANE
AMERICAN CANNABIS LLC ,DAAA-NKDV-93ZU,HEALINGFARMS420@GMAIL.COM,5419443385,WARR ACRES,73122,OKLAHOMA,dispensaries, AMERICAN CANNABIS
BUD HEADZ LLC ,DAAA-JCQP-ERDS,BUDHEADZSMOKESHOPLLC@YAHOO.COM,4059215408,WARR ACRES,73122,OKLAHOMA,dispensaries, BUD HEADZ
"CHRONIC RELIEF MARIJUANA DISPENSARY, LLC ",DAAA-4Y3B-I7GW,RMKTRUCKING@YAHOO.COM,4058886701,WARR ACRES,73122,OKLAHOMA,dispensaries, CHRONIC RELIEF MARIJUANA DISPENSARY
"OKLAHOMA NATURAL CURES, INC ",DAAA-4K5F-TSQR,COMPLIANCE@HIGHSOCIETYOK.COM,4054735870,WARR ACRES,73122,OKLAHOMA,dispensaries, HIGH SOCIETY
POSEIDON NINE LLC ,DAAA-2G2R-GHY0,POSEIDONSTAFF9@GMAIL.COM,6825608385,WARR ACRES,73122,OKLAHOMA,dispensaries, POSEIDON NINE DISPENSARY
THE HEMP HOUSE LLC ,DAAA-VJG0-3ODB,DRSANOR@ELITESMILESOKC.COM,4056308154,WARR ACRES,73122,OKLAHOMA,dispensaries, THE HEMP HOUSE
THE POT HOLE DISPENSARY LLC ,DAAA-ORWP-VFDY,BRANDI_HAZLEWOOD@YAHOO.COM,4055350713,WARR ACRES,73122,OKLAHOMA,dispensaries, THE POT HOLE DISPENSARY LLC
TREE LIFE DISPENSARY LLC ,DAAA-NKJ6-9STH,MSVERONICABOWIE@GMAIL.COM,4055892830,WARR ACRES,73122,OKLAHOMA,dispensaries, TREE LIFE DISPENSARY
KSPM MEDICAL LLC ,DAAA-EYFG-DMKD,SHAWNPMH88@YAHOO.COM,4054732662,WARR ACRES,73132,OKLAHOMA,dispensaries, CBD PLUS USA
LA FINEST DISPENSARY LLC ,DAAA-VJPT-YPTF,GB34@SBCGLOBAL.NET,3233331892,WARR ACRES,73132,OKLAHOMA,dispensaries,
TOP NOTCH CANNABIS DISPENSARY LLC ,DAAA-VKLY-R8GB,M3FIFI87@GMAIL.COM,4056386469,WARR ACRES,73132,OKLAHOMA,dispensaries, HIGHLEY GREEN
CLOUD 9 WELLNESS DISPENSARY LLC ,DAAA-E1FN-HHDI,RESULTSCARPET1@YAHOO.COM,4057222539,WARR ACRES,73132,OKLAHOMA,dispensaries,
420 DISPENSARY INC. ,DAAA-4KZG-N2BU,KEMILLS310@ICLOUD.COM,4052096906,WARR ACRES,73132,OKLAHOMA,dispensaries, 420 DISPENSARY OKC
BLAZED 4201 LLP ,DAAA-ECQM-YMNW,BLAZEDCANNABISCO@GMAIL.COM,4056009239,WARR ACRES,73122,OKLAHOMA,dispensaries,
CATHEY - COGHAN HOLDINGS LLC ,DAAA-EY3A-N6CG,DARYLCATHEY@GMAIL.COM,5807910511,WATONGA,73772,BLAINE,dispensaries, WHAT DISPENSARY?
MELODY HORTON ,DAAA-NKEZ-K8HZ,MELODY.HORTON@YAHOO.COM,5809400240,WATONGA,73772,BLAINE,dispensaries, GRACE CBD/OM DISPENSERY
SMOKIN JS INC ,DAAA-NJVV-8MUN,TWISTER.-57@HOTMAIL.COM,5808160078,WATONGA,73772,BLAINE,dispensaries, SMOKIN J'S
"GREEN HORIZONS, LLC ",DAAA-EYEZ-VJEY,MIKE@GREENHORIZONSOK.COM,9183159777,WATTS,74964,DELAWARE,dispensaries, FLIGHT 420
"THE HIGH-CHA ORGANIC, LLC ",DAAA-OX6Y-TSLZ,YEEXU316@YAHOO.COM,9188618045,WAURIKA,73573,JEFFERSON,dispensaries," THE HIGH-CHA ORGINIC, LLC"
"JOINT PAIN, LLC ",DAAA-4KEV-ASIK,JOINTPAIN420@GMAIL.COM,9407278727,WAYNOKA,73860,WOODS,dispensaries, JOINT PAIN LLC
ALTERNATIVE SOLUTION DISPENSARY LLC ,DAAA-ZVX1-P93B,ALTERNATIVESOLUTION210@GMAIL.COM,5808191841,WEATHERFORD,73096,CUSTER,dispensaries,
BRANDI JO ENTERPRISES INC ,DAAA-RIA3-WMSW,THUMPER0171@SBCGLOBAL.NET,5807294566,WEATHERFORD,73096,CUSTER,dispensaries, DANK TANK
DUB THERAPEUTICS LLC ,DAAA-EYWH-2UXC,JOSMUSICKDUBB@GMAIL.COM,5808192130,WEATHERFORD,73096,CUSTER,dispensaries, DUB THERAPEUTICS
GOOD MEDICINE CANNABIS COMPANY. LLC ,DAAA-HDUY-EDES,CHRIS@GOODMEDICINEDISPENSARY.COM,4053658246,WEATHERFORD,73096,CUSTER,dispensaries, GOOD MEDICINE DISPENSARY
