business,license,email,phone,city,zip,county,license_type,trade_name
PONCA CITY DISPENSARY INC. ,DAAA-VYCC-2C4I,JVL.KIRBY@GMAIL.COM,5807890284,STILLWATER,74075,PAYNE,dispensaries, VICE MEDICAL CANNABIS
PONCA ORGANIC L.L.C. ,DAAA-419G-0CPR,ASHLEYINN@HOTMAIL.COM,5803041916,STILLWATER,74075,PAYNE,dispensaries, STILLWATER DISPENSARY
SIMPLY GREEN FARMACY LLC ,DAAA-VKXS-3MHA,TONY@LIVESGF.COM,9512123445,STILLWATER,74075,PAYNE,dispensaries, SIMPLY GREEN FARMACY
"THE CHRONICLES, LLC ",DAAA-VYEA-PNIU,FUEL.FARMS.OK@GMAIL.COM,5187963202,STILLWATER,74075,PAYNE,dispensaries, NONE
"THE MAIN STREET DISPENSARY, LLC ",DAAA-EYYH-P4SP,LLLOYANNBISHOP@GMAIL.COM,9186810873,STILLWATER,74075,PAYNE,dispensaries, THE MAIN STREET DISPENSARY
"MAIN 135, LLC ",DAAA-4KBA-JKYP,FISHERCOLLISIONREPAIR@GMAIL.COM,2252532267,STILLWATER,74074,PAYNE,dispensaries, FLIPPIN FARMS OF STILLWATER
405 BUDZ STILLWATER LLC ,DAAA-QNB7-RUU5,405BUDZ@GMAIL.COM,4056182717,STILLWATER,74075,PAYNE,dispensaries, 405 BUDZ
BACKSTREET BUD LLC ,DAAA-GHYT-YSWY,JSIDEBOTTOM12@GMAIL.COM,9185751897,STILWELL,74960,ADAIR,dispensaries,
GOOD VIBES DISPENSARY LLC ,DAAA-NYPB-NOFT,GOODVIBESDISPENSARY@YAHOO.COM,9183450876,STILWELL,74960,ADAIR,dispensaries, GOOD VIBES DISPENSARY
"GREEN COUNTRY ELITE MANAGEMENT, LLC ",DAAA-4YWX-ZZRL,STARRVILLE95@YAHOO.COM,9185750501,STILWELL,74960,ADAIR,dispensaries, GREEN ACRES
"THE HEALING HEMP, LLC ",DAAA-4JR6-EDVY,TEDDY_SELLS@YAHOO.COM,9183153161,STILWELL,74960,ADAIR,dispensaries,
KING HAPPY FARMS LLC ,DAAA-U6NJ-66SU,MATT@STACYLEGALGROUP.COM,4058167228,STRATFORD,74872,GARVIN,dispensaries,
LIFE MEDICAL LLC ,DAAA-HBOH-MMBB,JAMESGOKC@GMAIL.COM,4058084403,STRATFORD,74872,GARVIN,dispensaries,
S.A PHARMACY LLC ,DAAA-CEE5-YQPM,AUSTINBLACK2424@GMAIL.COM,4053203157,STRATFORD,74872,GARVIN,dispensaries, S.A PHARMACY
"WAR HORSE DISPENSARY, LLC ",DAAA-V1G4-2YJB,FUEL.FARMS.OK@GMAIL.COM,5187963202,STRATFORD,74872,MCCLAIN,dispensaries, NONE
GREEN HEART FARMS LLC ,DAAA-GHFZ-QG15,CLX918@GMAIL.COM,9184070116,STROUD,74079,LINCOLN,dispensaries, GREEN HEART FARMS LLC
STRAIGHTLACED DISPENSARY LLC ,DAAA-EJEG-DZDY,GETSTRAIGHTLACED@GMAIL.COM,4053129477,STROUD,74079,LINCOLN,dispensaries, STRAIGHTLACED DISPENSARY
"STROUD DISPENSARY, LLC ",DAAA-EKPR-LXJU,STROUDHERBALWELLNESS@GMAIL.COM,9189870038,STROUD,74079,LINCOLN,dispensaries," STROUD DISPENSARY, LLC"
ARBUCKLE FARMACY LLC ,DAAA-CVE5-QQRY,SULPHUR1FARM@GMAIL.COM,4055208226,SULPHUR,73086,MURRAY,dispensaries,
KNIGHT FARMS LLC ,DAAA-EYHH-XEXY,KNIGHTFARMSLLC@GMAIL.COM,5806182774,SULPHUR,73086,MURRAY,dispensaries, SOUTHERN CANNABIS COMPANY
RED DIRT BUDZ LLC ,DAAA-VKQB-PJRV,REDDIRTBUDZ@GMAIL.COM,5804656452,SULPHUR,73086,MURRAY,dispensaries, RED DIRT BUDZ
THE GRUMPY BIKERS LLC ,DAAA-VKSX-CIYP,LYNETTEOWENS928@GMAIL.COM,5802723962,SULPHUR,73086,MURRAY,dispensaries,
ABLISS BUD LLC ,DAAA-CMEC-439J,ABLISSBUD@GMAIL.COM,9183608237,TAHLEQUAH,74464,CHEROKEE,dispensaries, ABLISS BUD LLC
AGAPE FARM LLC ,DAAA-N1TJ-ZXMX,MARLAHARP@YAHOO.COM,9187720062,TAHLEQUAH,74464,CHEROKEE,dispensaries,
"BIG COUNTRY GREENS DISPENSARY, LLC ",DAAA-VKB0-IWOU,KARI_WILKERSON@YAHOO.COM,9188223696,TAHLEQUAH,74464,CHEROKEE,dispensaries, BCG DISPENSARY
BONNIE BUDZ LLC ,DAAA-N8NU-W3NP,TAMIA.SMITH38@GMAIL.COM,9183605409,TAHLEQUAH,74464,CHEROKEE,dispensaries, TREEHOUSE
"CORPORATION ASSET NETWORK ASSOCIATION, LLC ",DAAA-VY9D-EVNQ,JLRISMAN@SBCGLOBAL.NET,9185275742,TAHLEQUAH,74464,CHEROKEE,dispensaries, MINERVA CANNA
"CROCKEY FARMS, LLC ",DAAA-VKQG-YHUC,CROCKEYFARMS@GMAIL.COM,9188699980,TAHLEQUAH,74464,CHEROKEE,dispensaries," CROCKEY FARMS, LLC"
ELEVATED APOTHIC LLC ,DAAA-EKXA-W2IN,ELEVATEDAPOTHIC@GMAIL.COM,9032778632,TAHLEQUAH,74464,CHEROKEE,dispensaries, ELEVATED APOTHIC
"EVO CANNABIS COMPANY TAHLEQUAH, LLC ",DAAA-41RG-FJL1,TIK@EVOLUTIONONLINE.COM,9182075436,TAHLEQUAH,74464,CHEROKEE,dispensaries, EVO CANNABIS COMPANY TAHLEQUAH
"FAMILY BUDS, LLC ",DAAA-NKDZ-A2RQ,FAMILYBUDSLLC@GMAIL.COM,9187725072,TAHLEQUAH,74464,CHEROKEE,dispensaries, FAMILY BUDS
"GNH ENTERPRISES, LLC ",DAAA-LA5N-INLW,PHYTOLOGYDISPENSARY@GMAIL.COM,9189135092,TAHLEQUAH,74464,CHEROKEE,dispensaries," GNH ENTERPRISES, LLC"
"HILL TOP CANNABIS, LLC ",DAAA-EJ2A-YLME,GAVINPOTTS1966@YAHOO.COM,9188686663,TAHLEQUAH,74464,CHEROKEE,dispensaries,
"LIMITLIS VENTURES, LLC ",DAAA-4KIK-YIIR,JOESCHAEFER1979.JS@GMAIL.COM,8134081431,TAHLEQUAH,74464,CHEROKEE,dispensaries,
"MKL INDUSTRIES, LLC ",DAAA-N1U2-U6VV,REDDEVILCLUB77@GMAIL.COM,5618898390,TAHLEQUAH,74464,CHEROKEE,dispensaries,
"NECTAR, LLC ",DAAA-E1AC-RGM9,CHANCE@NECTAROK.COM,9189162213,TAHLEQUAH,74464,CHEROKEE,dispensaries,
"PRIME TIME BUDS, LLC ",DAAA-4JOU-I4ZA,CADEMATTHEWS05@YAHOO.COM,4796506586,TAHLEQUAH,74464,CHEROKEE,dispensaries,
REDMEN LLC ,DAAA-7VUX-SLWK,REDMENDISPENSARY@GMAIL.COM,9183167537,TAHLEQUAH,74464,CHEROKEE,dispensaries, REDMEN
"RIGHT TIME MEDICAL, LLC ",DAAA-41CO-VQHS,PJ@CBDPLUSUSA.COM,4054175333,TAHLEQUAH,74464,CHEROKEE,dispensaries, LOTUS GOLD TAHLEQUAH
RIVERLAND VENTURES LLC ,DAAA-EY71-U1ZO,ERICAJO.DEMPSEY@GMAIL.COM,4792201215,TAHLEQUAH,74464,CHEROKEE,dispensaries, THE GREEN STAG
SIX TWO STATE LLC ,DAAA-N1WO-TUZI,SIXTWOSTATELLC@GMAIL.COM,9186160515,TAHLEQUAH,74464,CHEROKEE,dispensaries, LIFTED SPIRITS
"STONEY'S JOINT, LLC ",DAAA-9CMS-RSSL,FFERRELLJR@YAHOO.COM,9188223282,TAHLEQUAH,74464,CHEROKEE,dispensaries,
THE YELLOW HOUSE DISPENSARY ,DAAA-PFIH-VXLL,GRANT420@AOL.COM,9184579290,TAHLEQUAH,74464,CHEROKEE,dispensaries,
CANNA-BLISS LLC ,DAAA-4KJK-HV5B,JENAMCDONALD9@GMAIL.COM,9184137006,TALIHINA,74571,LE FLORE,dispensaries, CANNA-BLISS
"RANCH PRODUCTION VENTURES, INC. ",DAAA-6LSA-OQSJ,BALZANNAOK@YAHOO.COM,9186497218,TALIHINA,74571,LE FLORE,dispensaries, THE RANCH
VIVA SATIVA LLP ,DAAA-NKXZ-IZZ0,TLNEVILLS@GMAIL.COM,9184134135,TALIHINA,74571,LE FLORE,dispensaries, VIVA SATIVA
GREEN TREASURE LLC ,DAAA-DNJW-WKKM,MATT@STACYLEGALGROUP.COM,4058167532,TECUMSEH,74873,POTTAWATOMIE,dispensaries,
HUANG GREEN LLC ,DAAA-6FED-TWHH,MATT@STACYLEGALGROUP.COM,4057353800,TECUMSEH,74873,POTTAWATOMIE,dispensaries,
LOCAL LEAF RX LLC ,DAAA-4JUM-5PD9,JELOGAN84@GMAIL.COM,2146842040,TECUMSEH,74873,POTTAWATOMIE,dispensaries,
MOONROCK EDDIE'S LLC ,DAAA-QV0Y-P9ZK,MOONROCKEDDIES420@GMAIL.COM,4054819417,TECUMSEH,74873,POTTAWATOMIE,dispensaries, MOONROCK EDDIE'S LLC
"POTT COUNTY HIDE-OUT, LLC ",DAAA-V1I1-SZZH,AMERICANCRAFTGROW@GMAIL.COM,4052646221,TECUMSEH,74873,POTTAWATOMIE,dispensaries,
"DANK VAULT, LLC ",DAAA-X19R-M1ZB,MIYAMCKIM@DANK-VAULT.COM,9188570488,TERLTON,74081,PAWNEE,dispensaries, THE DANK VAULT
"WENJING GREEN, LLC ",DAAA-N1IO-BDSI,MATT@STACYLEGALGROUP.COM,4058167228,TERLTON,74081,PAWNEE,dispensaries,
PLANT PONX CO. ,DAAA-KYC0-INZN,PLANTPONX@GMAIL.COM,8066908696,TEXHOMA,73949,TEXAS,dispensaries,
BIG POPPA'S LLC ,DAAA-4YQK-9KZD,BIGPOPPASLLC@YAHOO.COM,5804212323,THACKERVILLE,73459,LOVE,dispensaries, BIG POPPA'S JOINT
BORDER BUDS LLC ,DAAA-4YKL-KOUW,DARLWATERHOUSE@GMAIL.COM,5802760236,THACKERVILLE,73459,LOVE,dispensaries,
DOWN HOME CANNABIS LLC ,DAAA-4Y4F-M4WU,DOWN_HOME@YAHOO.COM,5802208407,THACKERVILLE,73459,LOVE,dispensaries, DOWN HOME CANNABIS
FRESH WATER FARMS LLC ,DAAA-NJJL-H2QV,FRESHWATEROKC@GMAIL.COM,8083486042,THACKERVILLE,73459,LOVE,dispensaries, FRESH WATER COLLECTIVE
LEFT-HANDED PARTNERS LLC ,DAAA-AJX5-SYEJ,RON@URBANDEVNV.COM,8502599313,THACKERVILLE,73459,LOVE,dispensaries, THE LEFT-HANDED PARTNERS
MED SHACK BY FLOWER THERAPY LLC ,DAAA-NKSM-R3QP,MYMEDSHACK@GMAIL.COM,4054580885,THACKERVILLE,73459,LOVE,dispensaries, FLOWER THERAPY
TAYLOR'D INVESTMENTS LLC ,DAAA-EJ4Q-WLDP,TORITAYLOR0409@GMAIL.COM,5809205016,THACKERVILLE,73459,LOVE,dispensaries, ROSEROCK CANNABIS
TERESA BILYEU INC ,DAAA-QMVO-REJI,THETUMBLEWEED76@YAHOO.COM,4178494827,THACKERVILLE,73459,OUT OF STATE,dispensaries, TEXOMA TUMBLEWEED #2
GREEN LIGHT DISTRICT CANNABIS SUPPLY LLC ,DAAA-4JTU-VML1,TERREFARROW@YAHOO.COM,5807139016,THE VILLAGE,73120,OKLAHOMA,dispensaries, GREEN LIGHT DISTRICT CANNABIS SUPPLY LLC
JJLARNER LLC ,DAAA-VKJJ-QVF8,LEESA308@YAHOO.COM,4052527499,THE VILLAGE,73120,OKLAHOMA,dispensaries, BEST BUDS WELLNESS
"MGOJ, LLC ",DAAA-BG4I-JT3H,ARABRITO0788.AB@GMAIL.COM,4058218366,THE VILLAGE,73120,OKLAHOMA,dispensaries, MR. GREEN
ALTCARE 10 LLC ,DAAA-4JSX-MTQN,PAUL@FIRELEAFOK.COM,4054760908,THE VILLAGE,73120,OKLAHOMA,dispensaries, FIRE LEAF
EVERYTHINGS OK 19 LLC ,DAAA-VYFX-DLGV,MO@EVERYTHINGSOK.GREEN,3058017900,THE VILLAGE,73120,OKLAHOMA,dispensaries, EVERYTHING'S OK
CJ'S DISPENSARY LLC ,DAAA-E1CJ-WZBW,CJSDISPENSARY@GMAIL.COM,5803715794,TISHOMINGO,73460,JOHNSTON,dispensaries, CJ'S DISPENSARY LLC
NATIVE MEDS LLC ,DAAA-VKPY-RIPL,TJBERRYI@YAHOO.COM,5802223884,TISHOMINGO,73460,JOHNSTON,dispensaries, NATIVE MEDS LLC
REMEDIES+ ,DAAA-JOHE-RNOA,BEESLEY110@GMAIL.COM,5802570499,TISHOMINGO,73460,JOHNSTON,dispensaries, REMEDIES+
"TEXOMA HERB CO., LLC ",DAAA-4N9I-CS8D,DEBBIE@THC-TEXOMA.COM,9038213650,TISHOMINGO,73460,JOHNSTON,dispensaries," TEXOMA HERB CO., LLC"
XTREME GREENZ LLC ,DAAA-4YXS-W1AL,XGREENZ420@GMAIL.COM,5807684479,TISHOMINGO,73460,JOHNSTON,dispensaries, TAMARA BIVINS
"CHANGLE, LLC ",DAAA-JRF0-ZJDX,DIHOW.OK@GMAIL.COM,9087876815,TONKAWA,74653,KAY,dispensaries,
HAPPY SMILES LLC ,DAAA-H2PN-LAUC,JW.ENTERPRISES.OKLA@GMAIL.COM,9087876815,TONKAWA,74653,KAY,dispensaries,
"KONGFEI GREEN, LLC ",DAAA-N1HR-SG5S,MATT@STACYLEGALGROUP.COM,4058167228,TONKAWA,74653,KAY,dispensaries, KONGFEI GREEN LLC
LIL' RED'S BUD BAR LLC ,DAAA-91OR-TTWE,DONNA.PRICE926@GMAIL.COM,5808232159,TONKAWA,74653,KAY,dispensaries, LIL' RED'S BUD BAR LLC
PACKDADDY'S LLC ,DAAA-K04X-KTLM,DXXPSTATEDISPO@GMAIL.COM,9188778961,TONKAWA,74653,KAY,dispensaries, PACKDADDY'S LLC
TONKAWA MEDICAL DISPENSARY LLC ,DAAA-VJL2-HN3E,TONKAWAMEDICAL@GMAIL.COM,2818301520,TONKAWA,74653,KAY,dispensaries, TONKAWA MEDICAL DISPENSARY
BLACK RAIN LLC ,DAAA-4KFV-E5VR,KATIE.MABREY@GMAIL.COM,9187045459,TULSA,74103,TULSA,dispensaries, THE EMERALD GALLERY
"ENDO, INC. ",DAAA-EYYH-IVKV,NRLACS14@GMAIL.COM,9188962650,TULSA,74103,TULSA,dispensaries, ENDO
EUFLORIA GYPSY LLC ,DAAA-4J22-ZRDX,ERIC@EUFLORIAMEDS.COM,9185046439,TULSA,74103,TULSA,dispensaries, EUFLORIA
"THE GREEN SCENE DISPENSARY, INC. ",DAAA-VYUU-SMMR,DIAMOND_DAMPF@YAHOO.COM,9185192098,TULSA,74103,TULSA,dispensaries," THE GREEN SCENE DISPENSARY, INC."
DOCTOR GREEN LLC ,DAAA-EJPU-2YGY,DRGREENTULSA@GMAIL.COM,9182877825,TULSA,74104,TULSA,dispensaries, DOCTOR GREEN
KIND ALTERNATIVE WELLNESS LLC ,DAAA-V1RV-T4VB,HWALDRAN@GMAIL.COM,9184078274,TULSA,74104,TULSA,dispensaries, KIND ALTERNATIVE WELLNESS TULSA PEARL DISTRICT
"KOOCHIE'S FLOWERS, LLC ",DAAA-I2VK-IET4,YOLANDA.BUNCH@YAHOO.COM,4044886258,TULSA,74104,TULSA,dispensaries," KOOCHIE'S FLOWERS, LLC"
LOCAL RELEAF LLC ,DAAA-NY1T-VMPF,LOCALRELEAF@GMAIL.COM,9186256229,TULSA,74104,TULSA,dispensaries, LOCAL RELEAF
MJ'S APOTHECARIES LLC ,DAAA-EKSC-ZICV,MJCARRCO@GMAIL.COM,9186392867,TULSA,74104,TULSA,dispensaries, MJ'S
NATIVE NUGS ,DAAA-VKRK-LLND,TONY.WHEELER1@VERIZON.NET,9725235014,TULSA,74104,TULSA,dispensaries, NATIVE NUGS
NATURE'S REMEDY ,DAAA-NJEB-4LKW,JEREMY.ENNO@YAHOO.COM,9189023691,TULSA,74104,TULSA,dispensaries, BOTANICAL REMEDY LLC
PREMIER ALTERNATIVE MEDICAL LLC ,DAAA-VY0W-0FXD,GBOLKS@YAHOO.COM,9186051243,TULSA,74104,TULSA,dispensaries, CARE FAMILY MEDICAL
SOMMET VENTURES INC. ,DAAA-VKSF-NQRU,LASIARSHAD@GMAIL.COM,2813098908,TULSA,74104,TULSA,dispensaries, NIRVANA CANNABIS DISPENSARY
"TALLGRASS DISPENSARY, LLC ",DAAA-NKKB-AQSM,JP@TULSABACKCARE.COM,9186069091,TULSA,74104,TULSA,dispensaries, TALLGRASS DISPENSARY
DIAMOND VENTURES INC. ,DAAA-EKDR-HQ0D,LASIARSHAD@GMAIL.COM,2813098908,TULSA,74105,TULSA,dispensaries,
"EZY'S HOUSE OF DANK, LLC ",DAAA-4KGY-OTFQ,01HOMEGROWN@GMAIL.COM,9187035430,TULSA,74105,TULSA,dispensaries,
"GREEN COUNTRY BUD, INC. ",DAAA-41Y6-JQJD,JS@QUICKCERT.ORG,9188524431,TULSA,74105,TULSA,dispensaries,
"KUSH DISPENSARY, LLC ",DAAA-41CF-9PHM,KUSHTULSA@GMAIL.COM,9187425874,TULSA,74105,TULSA,dispensaries," KUSH DISPENSARY, LLC"
"PARKHILL'S PARTY ACCESSORIES, INC. ",DAAA-E1LV-I9EK,PARKHILLS@TULSACOXMAIL.COM,9184064359,TULSA,74105,TULSA,dispensaries," PARKHILL'S PARTY ACCESSORIES, INC."
"GREENWOOD WELLNESS DISPENSARY, LLC ",DAAA-4JRA-I56B,GREENWOODWELLNESSGROUP@GMAIL.COM,9186336811,TULSA,74106,TULSA,dispensaries, GREENWOOD WELLNESS DISPENSARY
"KING K COLLECTIVES, LLC ",DAAA-4YVI-QMCU,GNYAN62@GMAIL.COM,4246537153,TULSA,74106,OKLAHOMA,dispensaries, KING K COLLECTIVES
TERP TOWN DISPENSARY LLC ,DAAA-5MOC-6QSV,BRANDIEW07@GMAIL.COM,9189913526,TULSA,74106,TULSA,dispensaries,
THE GOLDEN CIRCLE MEDICAL DISPENSARY INC. ,DAAA-KSW2-3QTM,GOLDENCIRCLEDISPENSARY@GMAIL.COM,9187640308,TULSA,74106,TULSA,dispensaries, THE GOLDEN CIRCLE MEDICAL DISPENSARY INC.
"THE GREEN ROOM, LLC ",DAAA-4Y6A-7TKH,IAMNEKOWILLIAMS@GAMIL.COM,9189827341,TULSA,74106,TULSA,dispensaries,
THE GREENWOOD CURE INC ,DAAA-4YD1-QVUT,XIAXIA23@YAHOO.COM,9185769655,TULSA,74106,TULSA,dispensaries, THE GREENWOOD CURE INC
"THE MOTHER LAND, INC ",DAAA-4KQH-VZAN,THEMOTHERLANDTULSA@GMAIL.COM,4043379745,TULSA,74106,TULSA,dispensaries, THE MOTHERLAND
TING DISPENSARY INDUSTRIES LLC ,DAAA-VKRZ-W8RZ,DOMINIKTING@GMAIL.COM,9189480283,TULSA,74106,TULSA,dispensaries, NORTHSIDE DISPENSARY
BETTER MARIJUANA PRODUCTIONS LLC ,DAAA-NJ5W-8HF8,TY93RA@GMAIL.COM,9182847891,TULSA,74107,TULSA,dispensaries, THE PLUG 918
HOMEGROWN DISPENSARIES LLC ,DAAA-NNGA-WUAF,BAIDEKAI@OUTLOOK.COM,9188941636,TULSA,74107,TULSA,dispensaries, THE STRAIN STATION TULSA LLC
MR GREEN PLUS INC ,DAAA-4YSJ-BE48,MRGREENCROSSINC@GMAIL.COM,9185080687,TULSA,74107,TULSA,dispensaries, MR GREEN PLUS
"MAY MY TREE, LLC ",DAAA-41UU-4TIB,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,dispensaries,
MCC3 HOLDINGS LLC ,DAAA-HXLO-GNBP,MATT@STACYLEGALGROUP.COM,4057353800,BLANCHARD,73010,GRADY,dispensaries, MCC3 HOLDINGS LLC
"MEDIREC OKLAHOMA, LLC ",DAAA-41ZX-WHGW,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,dispensaries," MEDIREC OKLAHOMA, LLC"
MY LIEN GREEN LLC ,DAAA-CCZR-T9IP,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,dispensaries,
NTP BROS LLC ,DAAA-WC9J-N7GL,MATT@STACYLEGALGROUP.COM,4057353800,BLANCHARD,73010,GRADY,dispensaries, NTP BROS LLC
OKLAHOMA GREEN LLC ,DAAA-NJRV-M7SV,BRYCE@BINYONLS.COM,4057602706,BLANCHARD,73010,MCCLAIN,dispensaries,
PACBOY FARMS LLC ,DAAA-3SYB-AN9A,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,dispensaries,
QUN LIN GREEN LLC ,DAAA-BUB6-AT7Q,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,dispensaries,
REDWOOD CAPITAL HOLDINGS LLC ,DAAA-DF0J-EAF4,MATT@STACYLEGALGROUP.COM,4058167532,BLANCHARD,73010,GRADY,dispensaries,
RIDGE CAPITAL HOLDINGS LLC ,DAAA-F1AO-3LTJ,MATT@STACYLEGALGROUP.COM,4058167532,BLANCHARD,73010,GRADY,dispensaries,
RIDGE CAPITAL HOLDINGS LLC ,DAAA-MQNN-SJZP,MATT@STACYLEGALGROUP.COM,4058167532,BLANCHARD,73010,GRADY,dispensaries,
RIDGE CAPITAL HOLDINGS LLC ,DAAA-DHMO-WCPO,MATT@STACYLEGALGROUP.COM,4058167532,BLANCHARD,73010,GRADY,dispensaries,
"SHENG GREEN, LLC ",DAAA-NY73-3F5B,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,dispensaries,
STASH HOLDINGS LLC ,DAAA-YENM-RK8N,MATT@STACYLEGALGROUP.COM,4058167532,BLANCHARD,73010,GRADY,dispensaries,
"TGIC OKLAHOMA, LLC ",DAAA-4K1Q-ZUJU,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,dispensaries,
SHAFFA INC ,DAAA-41YH-JKHI,CLPANDEY10@GMAIL.COM,7202202967,TULSA,74107,TULSA,dispensaries, URBAN LEAF
WILBURS TULSA ,DAAA-4Y2N-G25N,OKMEDICALCANNABIS@OUTLOOK.COM,7076213633,TULSA,74107,TULSA,dispensaries,
"FIGHTING FLOWER, LLC ",DAAA-4KQB-OBRJ,BILL.T2@YAHOO.COM,9189911561,TULSA,74108,TULSA,dispensaries, FIGHTING FLOWER
"PREME CANNABIS COMPANY,  LLC ",DAAA-4JB6-1X4N,KATINAWALKERMIMS@GMAIL.COM,9188920606,TULSA,74108,TULSA,dispensaries,
"GOOD GREENS DISPENSARY, INC ",DAAA-VK9T-SK8L,KREDRICKS@GMAIL.COM,2812207771,TULSA,74110,TULSA,dispensaries,
GRASS-HOPPER DISPENSARIES LLC ,DAAA-NKNN-B7DR,DAVID.WEAVER@COX.NET,9182891053,TULSA,74110,TULSA,dispensaries, GRASS-HOPPER
HERBAL MEDS LLC ,DAAA-N1F0-GZ3Q,DARAXIONG1979@GMAIL.COM,9182105150,TULSA,74110,TULSA,dispensaries, HERBAL MEDS
L'S EXQUISITE SHE SHED DISPENSARY L.L.C. ,DAAA-X2VH-M8DP,LSSHESHED@GMAIL.COM,9184038630,TULSA,74110,OKLAHOMA,dispensaries, L'S EXQUISITE SHE SHED
MARY JANE'S TREEHOUSE ,DAAA-NYIJ-NBUV,MARYJANESTREEHOUSE@GMAIL.COM,9182890612,TULSA,74110,TULSA,dispensaries, MARY JANE’S TREEHOUSE
ROYALTY BUDS MEDICAL MARIJUANA DISPENSARY ,DAAA-EK46-3E90,ASHLEEREAMY@GMAIL.COM,9189020458,TULSA,74110,TULSA,dispensaries, ROYALTY BUDS MEDICAL MARIJUANA DISPENSARY
SEVEN STAR DISTRIBUTORS LLC ,DAAA-EY6E-AWQY,KAMRANPARVEZ@HOTMAIL.COM,9189381055,TULSA,74110,TULSA,dispensaries, SEVEN STAR DISPENCERY
"STOCKHAM HOLDINGS, INC. ",DAAA-NYW0-8CKQ,JACOBSTOCKHAM@YAHOO.COM,9185046866,TULSA,74110,TULSA,dispensaries, MJ HIGHWAY
TULSA HERBAL CLINIC LLC ,DAAA-VYPE-XC2A,TULSAHERBALCLINIC@GMAIL.COM,9189229511,TULSA,74110,TULSA,dispensaries, TULSA HERBAL CLINIC
"BEST DISPENSARIES, LLC ",DAAA-EJXK-WD4K,CHICOHCC@GMAIL.COM,9182844295,TULSA,74112,TULSA,dispensaries, BEST DISPENSARIES
"BLOOMERS DISPENSARY AND SUNDRIES, LLC ",DAAA-4KBE-VFVS,BLOOMERSDISPENSARY@GMAIL.COM,9187602418,TULSA,74112,TULSA,dispensaries," BLOOMERS DISPENSARY AND SUNDRIES, LLC"
C'LEVEL CANNABIS ,DAAA-TYSE-QFRB,CLEVELCANNABIS@GMAIL.COM,4055372754,TULSA,74112,OKLAHOMA,dispensaries,
"DANK BANQ, LLC ",DAAA-JFXY-EBX8,PRIMALWELLNESSLLC@YAHOO.COM,5802160105,TULSA,74112,TULSA,dispensaries," DANK BANQ, LLC"
DIMEBAG LLC ,DAAA-N1ET-BJ3D,STEVESOUKIEH@GMAIL.COM,9185213913,TULSA,74112,TULSA,dispensaries, GREEN FLOWER DISPENSARY
"FORT APACHE ENTERPRISES, INC. ",DAAA-EYPK-YOYS,MIKE4TULSA@GMAIL.COM,9189023600,TULSA,74112,TULSA,dispensaries," FORT APACHE ENTERPRISES, INC."
"HAPPY DISPENSARIES, INC. ",DAAA-EKLY-2SVI,CARTER_TULSA@YAHOO.COM,9182324754,TULSA,74112,TULSA,dispensaries, HAPPY DISPENSARIES
JASON MCLAUGHLIN ,DAAA-E1R0-XYRH,JASON@REDEYE420.COM,9189555020,TULSA,74112,TULSA,dispensaries, RED EYE 420 DISPENSARY
"LEVEL420, LLC ",DAAA-416G-MRJT,ROKLYKTHAT@MSN.COM,9182774218,TULSA,74112,TULSA,dispensaries, LEVEL420
MAGIC LEAF LLC ,DAAA-EYG9-TFQF,TOWERSJORDAN21@YAHOO.COM,9186134421,TULSA,74112,TULSA,dispensaries, MAGIC LEAF
SKY HIGH TULSA ,DAAA-K08G-LP2B,SKYHIGHTULSA@GMAIL.COM,9182825565,TULSA,74112,TULSA,dispensaries,
STONE AGE MEDS LLC ,DAAA-0H13-9WGO,KATHY@STONEAGEMEDS.COM,2064278666,TULSA,74112,TULSA,dispensaries, STONE AGE MEDS
THE GREEN ROOM AT JOE'S VAPE SHOP ,DAAA-4YKY-CSSD,THEGREENROOMATJOESVAPESHOP@GMAIL.COM,9182379006,TULSA,74112,TULSA,dispensaries, THE GREEN ROOM AT JOE'S VAPE SHOP
THE GROOVY CATS LLC ,DAAA-VY6X-BCLO,TURNERTD@COX.NET,9186305293,TULSA,74112,TULSA,dispensaries, THE GROOVY CATS LLC
TKR ENTERPRISE LLC ,DAAA-VYD5-7RKD,TONY@OKHARVESTHEALTH.COM,9184073740,TULSA,74112,TULSA,dispensaries, HARVEST HEALTH DISPENSARY
TULSA CANNABIS COMPANY LLC ,DAAA-EJC9-4GFI,OCAMPOS0424@GMAIL.COM,3163936430,TULSA,74112,TULSA,dispensaries, TULSA CANNABIS CO.
"VVR ENTERPRISES, LLC ",DAAA-4YPD-T3DH,BILL@VERDE420.COM,9406485263,TULSA,74112,TULSA,dispensaries,
DR Z LEAF LLC ,DAAA-EYVA-LCYS,BEAU@DRZLEAF.COM,9185108652,TULSA,74114,TULSA,dispensaries,
BLAZIN' B'S ,DAAA-S5LG-4PRP,INFO@BLAZINBS.COM,9183407185,TULSA,74115,TULSA,dispensaries, BLAZIN' B'S
